suject,session,trials,category,target,rp,,critical_cat,critical_target,critical_rp
2119,1,22,KITCHEN TOOLS,ladle,l _ _ _ _,,KITCHEN TOOLS,ladle,l _ _ _ _
2119,1,23,FABRICS,cashmere,c _ _ _ _ _ _ _,,FABRICS,cashmere,c _ _ _ _ _ _ _
2119,1,24,MEMBERS OF THE CLERGY,minister,m _ _ _ _ _ _ _,,,,
2119,1,25,FOOTBALL TEAMS,giants,g _ _ _ _ _,,,,
2119,2,1,COLLEGES,uc berkeley,u _ _ _ _ _ _ _ _ _ _,,,,
2119,2,2,FLOWERS,marigold,m _ _ _ _ _ _ _,,,,
2119,2,3,MEMBERS OF THE CLERGY,monk,m _ _ _,,,,
2119,2,4,BOY NAMES,ed,e _,,,,
2119,2,5,DANCES,macarena,m _ _ _ _ _ _ _,,,,
2119,2,6,SHIPS,barge,b _ _ _ _,,SHIPS,barge,b _ _ _ _
2119,2,7,STATES,nebraska,n _ _ _ _ _ _ _,,STATES,nebraska,n _ _ _ _ _ _ _
2119,2,8,CLOTHES,shorts,s _ _ _ _ _,,CLOTHES,shorts,s _ _ _ _ _
2119,2,9,OCCUPATIONS,pharmacist,p _ _ _ _ _ _ _ _ _,,OCCUPATIONS,pharmacist,p _ _ _ _ _ _ _ _ _
2119,2,10,COLORS,indigo,i _ _ _ _ _,,COLORS,indigo,i _ _ _ _ _
2119,2,11,FISH,goldfish,g _ _ _ _ _ _ _,,FISH,goldfish,g _ _ _ _ _ _ _
2119,2,12,SOURCES OF FUEL,oil,o _ _,,SOURCES OF FUEL,oil,o _ _
2119,2,13,GEOGRAPHY TERMS,lake,l _ _ _,,GEOGRAPHY TERMS,lake,l _ _ _
2119,2,14,CARPENTRY TOOLS,vise,v _ _ _,,CARPENTRY TOOLS,vise,v _ _ _
2119,2,15,DWELLINGS,townhouse,t _ _ _ _ _ _ _ _,,DWELLINGS,townhouse,t _ _ _ _ _ _ _ _
2119,2,16,FABRICS,denim,d _ _ _ _,,FABRICS,denim,d _ _ _ _
2119,2,17,FOUR-FOOTED ANIMALS,rat,r _ _,,FOUR-FOOTED ANIMALS,rat,r _ _
2119,2,18,SEASONINGS,ketchup,k _ _ _ _ _ _,,SEASONINGS,ketchup,k _ _ _ _ _ _
2119,2,19,TRANSPORTATION,jet,j _ _,,TRANSPORTATION,jet,j _ _
2119,2,20,BIRDS,woodpecker,w _ _ _ _ _ _ _ _ _,,BIRDS,woodpecker,w _ _ _ _ _ _ _ _ _
2119,2,21,BUILDING PARTS,hallway,h _ _ _ _ _ _,,BUILDING PARTS,hallway,h _ _ _ _ _ _
2119,2,22,CAR MODELS,civic,c _ _ _ _,,CAR MODELS,civic,c _ _ _ _
2119,2,23,CITIES,atlanta,a _ _ _ _ _ _,,CITIES,atlanta,a _ _ _ _ _ _
2119,2,24,UNITS OF TIME,eon,e _ _,,,,
2119,2,25,MILITARY TITLES,marshal,m _ _ _ _ _ _,,,,
2119,3,1,COLLEGES,usc,u _ _,,,,
2119,3,2,BOY NAMES,justin,j _ _ _ _ _,,,,
2119,3,3,UNITS OF TIME,era,e _ _,,,,
2119,3,4,DANCES,jitterbug,j _ _ _ _ _ _ _ _,,,,
2119,3,5,GIRL NAMES,elizabeth,e _ _ _ _ _ _ _ _,,,,
2119,3,6,GEOGRAPHY TERMS,ocean,o _ _ _ _,,GEOGRAPHY TERMS,ocean,o _ _ _ _
2119,3,7,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _,,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _
2119,3,8,FOUR-FOOTED ANIMALS,raccoon,r _ _ _ _ _ _,,FOUR-FOOTED ANIMALS,raccoon,r _ _ _ _ _ _
2119,3,9,SPORTS,badminton,b _ _ _ _ _ _ _ _,,SPORTS,badminton,b _ _ _ _ _ _ _ _
2119,3,10,CLOTHES,dress,d _ _ _ _,,CLOTHES,dress,d _ _ _ _
2119,3,11,OCCUPATIONS,nurse,n _ _ _ _,,OCCUPATIONS,nurse,n _ _ _ _
2119,3,12,SEASONINGS,sugar,s _ _ _ _,,SEASONINGS,sugar,s _ _ _ _
2119,3,13,BIRDS,chicken,c _ _ _ _ _ _,,BIRDS,chicken,c _ _ _ _ _ _
2119,3,14,BUILDING PARTS,wing,w _ _ _,,BUILDING PARTS,wing,w _ _ _
2119,3,15,SHIPS,kayak,k _ _ _ _,,SHIPS,kayak,k _ _ _ _
2119,3,16,INSECTS,hornet,h _ _ _ _ _,,INSECTS,hornet,h _ _ _ _ _
2119,3,17,CAR MODELS,volkswagen,v _ _ _ _ _ _ _ _ _,,CAR MODELS,volkswagen,v _ _ _ _ _ _ _ _ _
2119,3,18,COUNTRIES,italy,i _ _ _ _,,COUNTRIES,italy,i _ _ _ _
2119,3,19,COLORS,mauve,m _ _ _ _,,COLORS,mauve,m _ _ _ _
2119,3,20,BODY PARTS,torso,t _ _ _ _,,BODY PARTS,torso,t _ _ _ _
2119,3,21,FABRICS,lace,l _ _ _,,FABRICS,lace,l _ _ _
2119,3,22,ELEMENTS,fluorine,f _ _ _ _ _ _ _,,ELEMENTS,fluorine,f _ _ _ _ _ _ _
2119,3,23,FRUIT,papaya,p _ _ _ _ _,,FRUIT,papaya,p _ _ _ _ _
2119,3,24,CURRENCIES,euro,e _ _ _,,,,
2119,3,25,PARTS OF SPEECH,gerund,g _ _ _ _ _,,,,
2119,4,1,GIRL NAMES,kelly,k _ _ _ _,,,,
2119,4,2,COLLEGES,uc berkeley,u _ _ _ _ _ _ _ _ _ _,,,,
2119,4,3,FLOWERS,lily,l _ _ _,,,,
2119,4,4,BOY NAMES,kyle,k _ _ _,,,,
2119,4,5,CURRENCIES,yen,y _ _,,,,
2119,4,6,ELEMENTS,calcium,c _ _ _ _ _ _,,ELEMENTS,calcium,c _ _ _ _ _ _
2119,4,7,PRECIOUS STONES,topaz,t _ _ _ _,,PRECIOUS STONES,topaz,t _ _ _ _
2119,4,8,BODY PARTS,bone,b _ _ _,,BODY PARTS,bone,b _ _ _
2119,4,9,TRANSPORTATION,jet,j _ _,,TRANSPORTATION,jet,j _ _
2119,4,10,BIRDS,owl,o _ _,,BIRDS,owl,o _ _
2119,4,11,SOURCES OF FUEL,petrol,p _ _ _ _ _,,SOURCES OF FUEL,petrol,p _ _ _ _ _
2119,4,12,CLOTHES,raincoat,r _ _ _ _ _ _ _,,CLOTHES,raincoat,r _ _ _ _ _ _ _
2119,4,13,FRUIT,watermelon,w _ _ _ _ _ _ _ _ _,,FRUIT,watermelon,w _ _ _ _ _ _ _ _ _
2119,4,14,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _,,MUSIC STYLES,alternative,a _ _ _ _ _ _ _ _ _ _
2119,4,15,DWELLINGS,igloo,i _ _ _ _,,DWELLINGS,igloo,i _ _ _ _
2119,4,16,GEOGRAPHY TERMS,volcano,v _ _ _ _ _ _,,GEOGRAPHY TERMS,volcano,v _ _ _ _ _ _
2119,4,17,TREES,elm,e _ _,,TREES,elm,e _ _
2119,4,18,SHIPS,motorboat,m _ _ _ _ _ _ _ _,,SHIPS,motorboat,m _ _ _ _ _ _ _ _
2119,4,19,CAR MODELS,nissan,n _ _ _ _ _,,CAR MODELS,nissan,n _ _ _ _ _
2119,4,20,SEASONINGS,herbs,h _ _ _ _,,SEASONINGS,herbs,h _ _ _ _
2119,4,21,CITIES,denver,d _ _ _ _ _,,CITIES,denver,d _ _ _ _ _
2119,4,22,COUNTRIES,switzerland,s _ _ _ _ _ _ _ _ _ _,,COUNTRIES,switzerland,s _ _ _ _ _ _ _ _ _ _
2119,4,23,OCCUPATIONS,grocer,g _ _ _ _ _,,OCCUPATIONS,grocer,g _ _ _ _ _
2119,4,24,UNITS OF DISTANCE,light year,l _ _ _ _ _ _ _ _ _,,,,
2119,4,25,FOOTWEAR,flip flops,f _ _ _ _ _ _ _ _ _,,,,
